"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"DPY19L1",2.28640600771515e-264,1.72231786354936,0.703,0.191,5.01888982753552e-260,"0","DPY19L1"
"EPS8L2",4.2396204406855e-264,2.35507875760576,0.41,0.028,9.30639082934874e-260,"0","EPS8L2"
"HEPN1",4.51578154929066e-264,1.757349396133,0.751,0.225,9.91259207884793e-260,"0","HEPN1"
"ACTG1",1.35400160324388e-263,0.924538986252142,0.999,0.897,2.97216891928064e-259,"0","ACTG1"
"LRRCC1",1.43884658107103e-263,1.91800655431369,0.561,0.1,3.15841213010902e-259,"0","LRRCC1"
"DAPK3",2.91331298678887e-263,1.50501674072992,0.722,0.203,6.39501333730024e-259,"0","DAPK3"
"ELN",4.76719671269284e-263,2.78587798619672,0.498,0.069,1.04644735040321e-258,"0","ELN"
"TCTN1",7.29629337861807e-263,1.94274733020553,0.547,0.093,1.60160935954045e-258,"0","TCTN1"
"PLA2G5",4.93659326968966e-262,3.66534476275349,0.37,0.016,1.08363158862958e-257,"0","PLA2G5"
"PPP1R16A",1.84062006836919e-261,2.11093339143351,0.529,0.084,4.04034511207721e-257,"0","PPP1R16A"
"PYURF",2.01057128929211e-261,1.22877372224039,0.885,0.394,4.4134050371251e-257,"0","PYURF"
"MRPS24",7.09587532911106e-261,1.31402908356787,0.92,0.458,1.55761559349317e-256,"0","MRPS24"
"PRDX6",1.03558831965253e-260,1.29668836752748,0.918,0.546,2.27321992046926e-256,"0","PRDX6"
"ANGPTL4",4.14539497646059e-260,2.83728139765178,0.647,0.174,9.09955651282863e-256,"0","ANGPTL4"
"LTBP4",4.89022120705173e-260,2.57463946757033,0.498,0.074,1.07345245715993e-255,"0","LTBP4"
"C1RL",8.55188565630507e-260,2.48687715761607,0.422,0.036,1.87722442041553e-255,"0","C1RL"
"UBE2H",1.00469295181864e-259,1.29152076368363,0.86,0.358,2.20540149853709e-255,"0","UBE2H"
"EMP3",1.38631054593459e-259,1.15639222679364,0.921,0.472,3.04309027938101e-255,"0","EMP3"
"EMP1",1.87475720011371e-258,1.45232584791512,0.739,0.219,4.1152795299696e-254,"0","EMP1"
"BEX3",2.19453681174789e-258,1.10059220771648,0.934,0.404,4.81722775546778e-254,"0","BEX3"
"DLD",9.52996032131963e-258,1.40149670854403,0.649,0.154,2.09192159013287e-253,"0","DLD"
"FXYD1",1.10131530770982e-257,2.17620712855525,0.467,0.06,2.41749723195384e-253,"0","FXYD1"
"BDH2",2.45782345519022e-257,1.710468882493,0.634,0.15,5.39516826648806e-253,"0","BDH2"
"SLC4A4",6.12383005698566e-257,3.39571129974187,0.392,0.026,1.34424193580892e-252,"0","SLC4A4"
"ZBTB20",6.79618661932829e-257,1.20249939903058,0.901,0.349,1.49183092480875e-252,"0","ZBTB20"
"ST5",1.6990742563373e-256,1.98381665848395,0.532,0.088,3.729637900086e-252,"0","ST5"
"HS2ST1",4.4618661595445e-256,1.83392376604774,0.59,0.121,9.79424240681613e-252,"0","HS2ST1"
"LRIG1",1.0892344357161e-254,1.99248763851022,0.605,0.133,2.39097850984041e-250,"0","LRIG1"
"GATAD1",3.59264435675567e-253,1.4400308726268,0.768,0.234,7.88621362751438e-249,"0","GATAD1"
"SPARC",1.34956910066444e-252,0.570073244234759,0.879,0.342,2.96243913286851e-248,"0","SPARC"
"SORBS1",1.40258189736722e-251,2.89038626209573,0.436,0.047,3.07880752291079e-247,"0","SORBS1"
"HOXA10",2.22040898369481e-251,1.87517474628133,0.46,0.054,4.87401976010848e-247,"0","HOXA10"
"SPAG16",3.94520013229694e-251,1.62248309995171,0.636,0.149,8.66010881040502e-247,"0","SPAG16"
"KDELR1",5.04005949004838e-251,1.06397744854317,0.922,0.476,1.10634345866052e-246,"0","KDELR1"
"HES1",8.06490939966656e-251,2.05617715348811,0.484,0.066,1.77032826232081e-246,"0","HES1"
"GPR37L1",1.00784224954662e-250,2.66362514002683,0.449,0.052,2.21231452197979e-246,"0","GPR37L1"
"ADGRL3",1.1428878178196e-249,2.67644869619952,0.436,0.046,2.5087530488958e-245,"0","ADGRL3"
"ZNF302",7.45726162473099e-249,1.38878326830614,0.659,0.156,1.6369434992447e-244,"0","ZNF302"
"CXXC5",2.01510535406586e-248,1.29770884920064,0.847,0.351,4.42335776270998e-244,"0","CXXC5"
"CAPN2",4.18716399281439e-248,1.25727866953207,0.799,0.276,9.19124368062687e-244,"0","CAPN2"
"ALDOC",4.9691893023596e-248,2.34598988282626,0.513,0.087,1.09078674376096e-243,"0","ALDOC"
"MT1X",1.55729181896633e-247,1.51711199494312,0.817,0.307,3.41841127181298e-243,"0","MT1X"
"MEIS3",1.59732820566099e-247,1.43141299941971,0.495,0.072,3.50629514424645e-243,"0","MEIS3"
"CNPY4",2.63465000490731e-247,2.02540841733547,0.465,0.062,5.78332022577203e-243,"0","CNPY4"
"ATP2B4",3.47419926863264e-247,1.6816166158453,0.614,0.139,7.62621481457551e-243,"0","ATP2B4"
"POLR2J",5.27640027876224e-247,1.09058306071206,0.898,0.438,1.1582226251911e-242,"0","POLR2J"
"IFI27L1",1.28376303080453e-246,1.84723095910547,0.55,0.107,2.81798822891901e-242,"0","IFI27L1"
"NCKAP1",1.68764420072433e-246,1.38000072822823,0.697,0.179,3.70454778500997e-242,"0","NCKAP1"
"APC2",3.36041950814333e-245,1.8313968162196,0.631,0.151,7.37645686232543e-241,"0","APC2"
"AK4",5.2454057258783e-245,1.61669533384427,0.554,0.11,1.15141901088754e-240,"0","AK4"
"MT1F",7.15240394917703e-245,1.7199955730444,0.54,0.098,1.57002419088385e-240,"0","MT1F"
"CETN2",5.32968044673208e-244,1.66795053790141,0.565,0.115,1.16991815486216e-239,"0","CETN2"
"LIMA1",8.29666328566636e-244,1.3307243818691,0.681,0.173,1.82120055783662e-239,"0","LIMA1"
"C6orf141",2.03340599568933e-243,3.91923273478936,0.356,0.018,4.46352950113766e-239,"0","C6orf141"
"MAP1B",2.58417520309492e-243,0.898440759731897,0.959,0.442,5.67252298831365e-239,"0","MAP1B"
"AP1S1",3.19628902326443e-243,1.20340429239646,0.784,0.276,7.01617403496776e-239,"0","AP1S1"
"LAPTM4B",1.13563705277132e-242,0.703689705315916,0.74,0.211,2.49283689453833e-238,"0","LAPTM4B"
"CA9",2.35184730332549e-242,3.15302310363563,0.375,0.026,5.16254001552978e-238,"0","CA9"
"SLPI",3.9729033109478e-242,2.43914241123811,0.346,0.014,8.72092005786151e-238,"0","SLPI"
"NEK6",4.28575014741915e-242,1.56744614306733,0.596,0.134,9.40765014859979e-238,"0","NEK6"
"TAGLN2",4.95042935132417e-242,1.10539460840678,0.926,0.558,1.08666874690917e-237,"0","TAGLN2"
"NDP",1.86971255855933e-241,2.28278223510648,0.411,0.041,4.10420603729359e-237,"0","NDP"
"IGFBP6",1.10790029168181e-240,2.27682313406655,0.417,0.042,2.43195193027075e-236,"0","IGFBP6"
"BLVRA",1.63689382912485e-240,1.52077206555453,0.608,0.137,3.59314564431195e-236,"0","BLVRA"
"TPM1",2.05264586873029e-240,1.41686709047816,0.593,0.134,4.50576294644985e-236,"0","TPM1"
"PPP1R14B",5.53761571642219e-240,0.921127326488278,0.94,0.46,1.21556202591183e-235,"0","PPP1R14B"
"MAP2",3.65363742915889e-239,1.19382306468876,0.58,0.112,8.02009952074669e-235,"0","MAP2"
"AC007344.1",7.26901935567109e-239,4.63305585663006,0.324,0.008,1.59562243876336e-234,"0","AC007344.1"
"NDUFA5",1.44719206526496e-238,1.00173363873774,0.893,0.403,3.17673130246311e-234,"0","NDUFA5"
"LOX",5.89859739868521e-238,3.74624765968427,0.372,0.026,1.29480111498539e-233,"0","LOX"
"TMEM9",6.67018860935445e-238,1.28812129450755,0.748,0.237,1.4641731016394e-233,"0","TMEM9"
"EFHC1",2.81231022487601e-237,1.71040994021132,0.578,0.124,6.17330217462533e-233,"0","EFHC1"
"SEPTIN9",3.18196788120857e-237,1.2711656956702,0.717,0.21,6.98473769604094e-233,"0","SEPTIN9"
"SYNC",6.94912494948717e-237,2.12719473832337,0.429,0.05,1.52540241766193e-232,"0","SYNC"
"SKP1",2.22264233424053e-236,0.755041135497317,0.988,0.796,4.87892218789139e-232,"0","SKP1"
"FMN2",3.86843002890798e-236,3.1391773109701,0.367,0.025,8.49159075645591e-232,"0","FMN2"
"IGDCC4",7.90475024357478e-236,3.74290195202231,0.354,0.02,1.7351717259671e-231,"0","IGDCC4"
"TUBB2B",1.4992141621117e-235,1.03619713050916,0.96,0.404,3.29092500725139e-231,"0","TUBB2B"
"CROT",1.52720022087932e-235,2.25611626105928,0.445,0.059,3.35235720485219e-231,"0","CROT"
"MRPL4",2.25751972047323e-235,1.16499395186378,0.791,0.281,4.95548153841079e-231,"0","MRPL4"
"ANXA6",2.52761021589778e-235,1.26019496180041,0.532,0.094,5.54835718491723e-231,"0","ANXA6"
"SYBU",6.43146515514043e-235,4.07903713859264,0.334,0.013,1.41177091620487e-230,"0","SYBU"
"PGM1",5.10241096339474e-234,1.54918065287445,0.61,0.145,1.12003023057478e-229,"0","PGM1"
"PDLIM7",5.26391457080192e-234,1.64929883182653,0.612,0.151,1.15548188743673e-229,"0","PDLIM7"
"PLA2G2A",1.48432710413436e-233,4.70948537459288,0.424,0.057,3.25824642628534e-229,"0","PLA2G2A"
"CBY1",1.57006044948258e-233,1.57579724236423,0.515,0.092,3.44643969265922e-229,"0","CBY1"
"IFITM3",8.56567679513104e-233,1.40151979265414,0.843,0.435,1.88025171329922e-228,"0","IFITM3"
"SYTL2",9.93373772293208e-233,1.5854993590741,0.587,0.134,2.18055476756082e-228,"0","SYTL2"
"TMEM47",1.8018707904011e-232,2.21801972612306,0.407,0.043,3.95528657200946e-228,"0","TMEM47"
"MAP9",2.1503919025536e-232,1.44997289557977,0.638,0.158,4.72032526529541e-228,"0","MAP9"
"HOXA7",8.73039459555526e-232,2.29298210339468,0.404,0.042,1.91640891767033e-227,"0","HOXA7"
"PDE8B",8.93911046178577e-232,3.27952015545031,0.36,0.024,1.9622241374666e-227,"0","PDE8B"
"SERGEF",1.18086390021483e-231,1.56110894751144,0.513,0.094,2.59211434736157e-227,"0","SERGEF"
"MRTFB",1.38723014290893e-231,2.11699068255093,0.442,0.059,3.04510888669938e-227,"0","MRTFB"
"CPSF4",3.09256363876494e-231,1.82010002205207,0.51,0.09,6.78848644345292e-227,"0","CPSF4"
"FAM78B",3.09489015072645e-231,4.27160956710905,0.323,0.011,6.79359336985963e-227,"0","FAM78B"
"TIMP4",4.62130764011148e-231,3.19776917423105,0.373,0.031,1.01442324008087e-226,"0","TIMP4"
"GRAMD2B",6.68441885752568e-231,1.94152877569163,0.516,0.097,1.46729678341546e-226,"0","GRAMD2B"
"SLC1A2",6.26969097778815e-230,2.22725122627401,0.454,0.063,1.37625986653428e-225,"0","SLC1A2"
"LINC00511",6.93548896341663e-230,1.93957712032932,0.525,0.098,1.52240918235958e-225,"0","LINC00511"
"UQCR11",2.25348322853294e-229,0.782743206696864,0.959,0.683,4.94662103495265e-225,"0","UQCR11"
"COL4A2",3.16713427253839e-229,0.471285842115706,0.459,0.063,6.95217644164902e-225,"0","COL4A2"
"GLT8D1",6.15429324314809e-229,1.46363100590818,0.662,0.179,1.35092890980344e-224,"0","GLT8D1"
"NSMF",9.3584515323186e-229,1.69169557069433,0.549,0.117,2.05427369585926e-224,"0","NSMF"
"CAMK1",2.75493728317276e-228,2.13720707558292,0.494,0.086,6.04736283029253e-224,"0","CAMK1"
"VOPP1",3.38722644229409e-228,1.44687315023014,0.75,0.267,7.43530076347976e-224,"0","VOPP1"
"GSTA4",7.74181603136e-228,1.48486743536496,0.545,0.109,1.69940603704383e-223,"0","GSTA4"
"ANKRD35",7.95210936093701e-228,2.08016141348098,0.419,0.049,1.74556752581928e-223,"0","ANKRD35"
"C11orf96",8.14586337973161e-228,0.712487408998894,0.825,0.31,1.78809847048489e-223,"0","C11orf96"
"LSAMP",1.32183919768397e-227,1.43057682619275,0.663,0.171,2.90156922283607e-223,"0","LSAMP"
"SLC4A3",1.74309435511987e-227,2.75479877169626,0.359,0.025,3.82626641892363e-223,"0","SLC4A3"
"MATN2",4.7688521998561e-227,2.28751473869252,0.448,0.064,1.04681074639041e-222,"0","MATN2"
"TIMM13",5.94117939747832e-227,0.956619799925131,0.893,0.448,1.30414828954047e-222,"0","TIMM13"
"DIPK1B",6.01347754979997e-227,2.69861467540843,0.389,0.038,1.32001845695659e-222,"0","DIPK1B"
"MIR497HG",8.1290675748013e-227,3.0507572459649,0.363,0.028,1.78441162334463e-222,"0","MIR497HG"
"ASAP3",2.08288384863495e-226,3.54451700594032,0.344,0.02,4.57213833613858e-222,"0","ASAP3"
"HSD17B12",3.45337966645635e-226,1.18545424434962,0.842,0.365,7.58051370583834e-222,"0","HSD17B12"
"ETFRF1",4.541635202719e-226,1.16987500351187,0.803,0.314,9.96934343348847e-222,"0","ETFRF1"
"VCL",1.2432196777038e-225,2.19955361680436,0.455,0.066,2.7289915145276e-221,"0","VCL"
"CCDC106",1.98574467489258e-225,1.61030679855004,0.578,0.132,4.3589081358567e-221,"0","CCDC106"
"GASK1A",2.32538551325457e-225,3.72783486654632,0.339,0.019,5.1044537401451e-221,"0","GASK1A"
"LRRN4CL",3.66738546937548e-224,4.84018786584729,0.309,0.009,8.05027784382611e-220,"0","LRRN4CL"
"ITGB4",4.40245246932374e-224,1.98907593678558,0.506,0.09,9.66382341541254e-220,"0","ITGB4"
"NDUFA13",8.6822198876819e-224,0.754897538442364,0.973,0.755,1.90583408754505e-219,"0","NDUFA13"
"DSTN",8.81886613029784e-224,0.907997071734599,0.957,0.53,1.93582930426168e-219,"0","DSTN"
"PTGES",1.01406415088488e-223,3.67025878124546,0.328,0.016,2.22597221760741e-219,"0","PTGES"
"MCC",2.8350492091653e-223,2.86251742816168,0.399,0.045,6.22321651903876e-219,"0","MCC"
"PRDX4",3.47040044744244e-223,1.04125889403323,0.907,0.454,7.6178760221809e-219,"0","PRDX4"
"SBDS",9.84976781107166e-223,0.880081589283773,0.952,0.546,2.16212253220834e-218,"0","SBDS"
"CNIH3",2.53404162636122e-222,2.67556428809389,0.367,0.032,5.56247477402551e-218,"0","CNIH3"
"LINC00623",2.66949218405247e-222,1.38158564331712,0.553,0.121,5.85980229321358e-218,"0","LINC00623"
"BAALC-AS1",4.37350927693533e-222,3.9205284631812,0.341,0.021,9.60029021380075e-218,"0","BAALC-AS1"
"COPS8",6.28931979067727e-222,1.16103313604705,0.788,0.281,1.38056858725157e-217,"0","COPS8"
"SMOX",1.01109090562419e-221,1.38044119522572,0.698,0.217,2.21944564693565e-217,"0","SMOX"
"BCAM",3.94176616043511e-221,3.04521199233344,0.353,0.026,8.65257089877112e-217,"0","BCAM"
"ESD",4.12050253715791e-221,1.04379528973825,0.865,0.405,9.04491511931533e-217,"0","ESD"
"NAE1",8.4047052463671e-221,1.17224380764261,0.643,0.167,1.84491684863004e-216,"0","NAE1"
"GBP1",1.55296607534012e-220,1.47578648695361,0.66,0.194,3.4089158319791e-216,"0","GBP1"
"ANXA2",1.75821950225463e-220,1.15425791399745,0.912,0.584,3.85946762939913e-216,"0","ANXA2"
"PDCD5",3.49971991351135e-220,1.045076924952,0.869,0.368,7.68223518214876e-216,"0","PDCD5"
"MLLT11",3.85251004119255e-220,1.02684076623982,0.705,0.211,8.45664479142176e-216,"0","MLLT11"
"HOOK2",6.48592697338288e-220,1.6874932851087,0.537,0.111,1.42372582992728e-215,"0","HOOK2"
"CCDC136",1.50951047435165e-219,2.28597647690975,0.384,0.039,3.31352644224931e-215,"0","CCDC136"
"NME4",2.86018792112338e-219,1.18556833026222,0.732,0.244,6.27839850565792e-215,"0","NME4"
"TMEM38A",4.3973412339162e-219,3.89687651145145,0.313,0.012,9.65260374256945e-215,"0","TMEM38A"
"PCOLCE",1.28485457905709e-218,1.20264914295826,0.446,0.064,2.82038428648822e-214,"0","PCOLCE"
"MASP1",2.37984713972681e-218,2.66407809194629,0.33,0.019,5.22400245641431e-214,"0","MASP1"
"SNX3",2.8998865233006e-218,0.708971552276409,0.977,0.766,6.36554090729714e-214,"0","SNX3"
"B4GAT1",3.24580328225305e-218,1.66927520882823,0.54,0.116,7.12486278487367e-214,"0","B4GAT1"
"FDX2",6.75710106000656e-218,1.19613794224546,0.689,0.212,1.48325125368204e-213,"0","FDX2"
"L3HYPDH",1.04784550589367e-217,1.96217126606292,0.495,0.092,2.3001256699872e-213,"0","L3HYPDH"
"MYL9",1.2624803011538e-217,1.58547212413982,0.416,0.053,2.7712705090627e-213,"0","MYL9"
"PHF14",1.45711586423378e-217,1.01978812366757,0.729,0.219,3.19851503357956e-213,"0","PHF14"
"LIFR",1.49798896528005e-217,1.63272188861684,0.578,0.136,3.28823557768624e-213,"0","LIFR"
"SRP9",1.52932512864336e-217,0.880654715135956,0.947,0.572,3.35702158988503e-213,"0","SRP9"
"TMEM147",2.20482127205498e-217,1.01569477733581,0.878,0.454,4.8398031742879e-213,"0","TMEM147"
"NFIX",2.90978226295485e-217,0.918875956229739,0.802,0.264,6.3872630454122e-213,"0","NFIX"
"DYNLT3",4.24203406721078e-217,1.07646829196034,0.748,0.268,9.31168898093437e-213,"0","DYNLT3"
"ZFP36L2",4.64055763779648e-217,1.16919493209643,0.884,0.484,1.01864880707271e-212,"0","ZFP36L2"
"KCNN3",4.64792989485245e-217,3.15940238450275,0.334,0.02,1.02026709121906e-212,"0","KCNN3"
"CABIN1",4.65965170458942e-217,1.67586117397229,0.537,0.115,1.02284014567442e-212,"0","CABIN1"
"ERBB2",5.02310208192348e-217,3.44638401964847,0.332,0.02,1.10262113800302e-212,"0","ERBB2"
"KIF21A",1.6568345047084e-216,1.37799488204261,0.606,0.147,3.6369174212854e-212,"0","KIF21A"
"WWC1",3.44319904891171e-216,5.03354938269449,0.3,0.009,7.55816623226611e-212,"0","WWC1"
"TCTEX1D2",1.31953027847878e-215,1.84019030811493,0.503,0.097,2.89650091428878e-211,"0","TCTEX1D2"
"PCMT1",1.49940481048994e-215,1.07906918875148,0.865,0.393,3.29134349950647e-211,"0","PCMT1"
"GEM",1.50407274223538e-215,1.71960305714475,0.633,0.185,3.30159007648089e-211,"0","GEM"
"FMC1",1.82320444240467e-215,1.15622881524842,0.686,0.195,4.00211607152248e-211,"0","FMC1"
"SLC35G2",2.43450481287689e-215,2.71678205332586,0.37,0.035,5.34398151474606e-211,"0","SLC35G2"
"NKAIN4",2.50782128983375e-215,2.6891084270615,0.354,0.029,5.50491851331407e-211,"0","NKAIN4"
"PITPNC1",2.7746271147739e-215,1.56208203599918,0.497,0.092,6.09058397964019e-211,"0","PITPNC1"
"ALDH7A1",2.95970043873809e-215,1.498666799419,0.583,0.146,6.49683843307398e-211,"0","ALDH7A1"
"PKIA",3.02047016073542e-215,0.908383453051014,0.555,0.118,6.63023404983033e-211,"0","PKIA"
"ATP5MF",3.2410008657643e-215,0.825427213036267,0.918,0.539,7.11432100043922e-211,"0","ATP5MF"
"ATP6V0E2",6.24720895147468e-215,1.20054460144265,0.793,0.297,1.37132483693821e-210,"0","ATP6V0E2"
"NPAS3",1.1472878399702e-214,1.74882453909355,0.525,0.106,2.51841153751859e-210,"0","NPAS3"
"LINC00665",2.05989986468003e-214,1.77257239254611,0.483,0.085,4.52168619295913e-210,"0","LINC00665"
"PFKM",5.38357591402556e-214,2.08166189530249,0.404,0.051,1.18174874888775e-209,"0","PFKM"
"TUBB6",1.10595377472516e-213,1.74640027568168,0.557,0.133,2.42767913089921e-209,"0","TUBB6"
"FAM107A",2.68830740709948e-213,1.2337358077184,0.377,0.038,5.90110358932406e-209,"0","FAM107A"
"MICOS13",4.22160953291187e-213,0.901327468616265,0.895,0.485,9.26685508569485e-209,"0","MICOS13"
"ERH",5.43385538072133e-213,0.795598847185156,0.954,0.582,1.19278559462214e-208,"0","ERH"
"HSD11B1L",5.99676616007683e-213,1.63779747950241,0.515,0.103,1.31635013979846e-208,"0","HSD11B1L"
"TPM2",1.57297135334335e-212,0.872119998960388,0.451,0.069,3.45282941772399e-208,"0","TPM2"
"STEAP3",2.76486725773404e-212,2.01767307483261,0.475,0.085,6.06916011745199e-208,"0","STEAP3"
"ECI2",4.1464739584645e-212,1.36466748351959,0.595,0.153,9.10192498622541e-208,"0","ECI2"
"NUMBL",4.26153744907823e-212,1.78600685210996,0.416,0.056,9.35450085447163e-208,"0","NUMBL"
"TTYH1",6.9862449420738e-212,1.89449160988653,0.734,0.277,1.53355062723462e-207,"0","TTYH1"
"MAGEF1",1.05227801914823e-211,1.49982987012837,0.616,0.158,2.30985547983228e-207,"0","MAGEF1"
"LYPD1",2.4833325842987e-211,2.20069957056857,0.421,0.06,5.45116335579408e-207,"0","LYPD1"
"SH3BP2",3.7533629874167e-211,1.24297633209247,0.621,0.166,8.2390070936784e-207,"0","SH3BP2"
"TNFRSF12A",7.57746548528246e-211,1.60914997059002,0.74,0.288,1.66332944867435e-206,"0","TNFRSF12A"
"KHDRBS3",1.04454906435868e-210,1.09472466450862,0.731,0.247,2.29288965117374e-206,"0","KHDRBS3"
"CP",3.8605997287859e-210,4.01936412847166,0.365,0.039,8.47440246465792e-206,"0","CP"
"TWSG1",4.46421195359261e-210,1.8081705398542,0.573,0.143,9.79939165933115e-206,"0","TWSG1"
"ADAM23",3.26451296661962e-209,2.70861563717668,0.348,0.03,7.16593241302674e-205,"0","ADAM23"
"GGT5",3.88821674784392e-209,2.12085004822422,0.362,0.033,8.53502458319219e-205,"0","GGT5"
"SFRP4",4.15575522447664e-209,2.35215697047186,0.343,0.027,9.12229829324867e-205,"0","SFRP4"
"SPTSSA",4.3923156016784e-209,1.12697041255544,0.812,0.325,9.64157197724425e-205,"0","SPTSSA"
"PKIG",6.83152855100603e-209,1.25015897915208,0.516,0.106,1.49958883223133e-204,"0","PKIG"
"DPYSL2",2.15840687170314e-208,0.897604901429045,0.921,0.466,4.73791892407555e-204,"0","DPYSL2"
"CAPN5",2.16737632916098e-208,1.76053128560571,0.459,0.076,4.75760778014126e-204,"0","CAPN5"
"TMEM14A",3.10909267505445e-208,1.31253520463279,0.605,0.159,6.82476933101202e-204,"0","TMEM14A"
"ADGRG1",4.41874741814532e-208,1.30801913186597,0.685,0.222,9.69959245757079e-204,"0","ADGRG1"
"EHBP1",7.33060281402405e-208,1.78798750976442,0.48,0.09,1.60914062370642e-203,"0","EHBP1"
"LRRN3",9.38399717433864e-208,2.49046031509911,0.406,0.055,2.05988121973908e-203,"0","LRRN3"
"ENAH",1.52842537345493e-207,1.02439411497734,0.736,0.238,3.35504653727092e-203,"0","ENAH"
"PKD1",1.72116623291986e-207,1.44306930558588,0.562,0.136,3.77813199788237e-203,"0","PKD1"
"LINC00662",2.45639138782737e-207,1.52078052480907,0.523,0.111,5.39202473541987e-203,"0","LINC00662"
"LPP",2.91882379590754e-207,1.26217175358836,0.652,0.19,6.40711011439663e-203,"0","LPP"
"GRIK5",4.21638792853905e-207,2.29811487547522,0.372,0.04,9.25539314193608e-203,"0","GRIK5"
"ARMCX2",1.01592935846512e-206,1.87004450234491,0.495,0.101,2.23006653476679e-202,"0","ARMCX2"
"RAP1GAP",1.3992430304265e-206,1.89149876047835,0.419,0.062,3.07147837608921e-202,"0","RAP1GAP"
"COPS6",1.44319501364351e-206,0.895737820768953,0.867,0.411,3.16795737444887e-202,"0","COPS6"
"NLGN4X",2.77531637042833e-206,2.1678520760386,0.418,0.059,6.09209696472723e-202,"0","NLGN4X"
"AK6",4.85307612785021e-206,1.11941415717942,0.732,0.248,1.0652987408244e-201,"0","AK6"
"RABAC1",9.77513014647128e-206,0.793626768158392,0.965,0.63,2.14573881845191e-201,"0","RABAC1"
"RDX",3.88303033804562e-205,1.07714907402435,0.892,0.455,8.52363989504393e-201,"0","RDX"
"SPTBN1",4.12427274308019e-205,0.95824559264906,0.787,0.28,9.05319109833532e-201,"0","SPTBN1"
"YAP1",5.46060826868192e-205,3.34220749787221,0.336,0.027,1.19865812105837e-200,"0","YAP1"
"FRMD3",1.55570586448861e-204,2.22817242609515,0.38,0.045,3.41492994313895e-200,"0","FRMD3"
"SAA1",3.88096502354371e-204,4.14242139981758,0.46,0.1,8.5191063231808e-200,"0","SAA1"
"APC",7.40011833562514e-204,1.17623101027734,0.704,0.235,1.62439997585307e-199,"0","APC"
"SOX21",7.68110552099559e-204,3.00810362121733,0.352,0.033,1.68607947291374e-199,"0","SOX21"
"FGFR1",8.92990114116585e-204,1.25884717709078,0.616,0.165,1.96020259949731e-199,"0","FGFR1"
"LRP1",1.39664826715098e-203,1.00499276510981,0.833,0.318,3.06578261122311e-199,"0","LRP1"
"RHPN1",1.60225843189055e-203,2.36901844497138,0.377,0.045,3.51711748384294e-199,"0","RHPN1"
"DAG1",2.07750818114342e-203,1.70319220095163,0.5,0.102,4.56033820842792e-199,"0","DAG1"
"DNALI1",5.84612928321864e-203,2.16227843021138,0.397,0.053,1.28328383895932e-198,"0","DNALI1"
"PDLIM5",7.37246130374075e-203,1.30711546577167,0.671,0.21,1.61832898078413e-198,"0","PDLIM5"
"BET1",7.87369421334697e-203,1.40189730194178,0.556,0.133,1.72835461677179e-198,"0","BET1"
"EEA1",8.86766894069474e-203,1.36203838098762,0.663,0.207,1.9465420091719e-198,"0","EEA1"
"MRPS26",9.14176545292832e-203,1.05374583302548,0.764,0.274,2.00670893457229e-198,"0","MRPS26"
"RASL12",9.79590164302125e-203,3.31035358079393,0.301,0.014,2.15029836965959e-198,"0","RASL12"
"RFTN1",1.06270641677871e-202,1.64534756776023,0.412,0.059,2.33274685547095e-198,"0","RFTN1"
"LIX1",1.21059580879101e-202,3.41076675073025,0.313,0.018,2.65737885987715e-198,"0","LIX1"
"MAGED2",1.36986521011509e-202,1.06180434247401,0.811,0.33,3.00699112272364e-198,"0","MAGED2"
"NME5",1.6191403315283e-202,3.2944202332096,0.333,0.027,3.55417494173776e-198,"0","NME5"
"TMEM45A",1.72303003942453e-202,1.77269162390065,0.44,0.073,3.78222323954079e-198,"0","TMEM45A"
"TSPAN12",2.13725839405216e-202,2.48457032109237,0.379,0.046,4.69149590078389e-198,"0","TSPAN12"
"ARL2BP",4.0395172748858e-202,1.11326749287296,0.724,0.248,8.86714437010182e-198,"0","ARL2BP"
